Member_number,Date,itemDescription,year,month,day,day_of_week
1023,7/16/2023,rice,2023,7,16,6
1016,2/20/2023,butter,2023,2,20,0
1016,2/20/2023,pasta,2023,2,20,0
1016,2/20/2023,cheese,2023,2,20,0
1016,2/20/2023,chicken,2023,2,20,0
1023,7/27/2023,apples,2023,7,27,3
1023,7/27/2023,chicken,2023,7,27,3
1068,9/29/2023,butter,2023,9,29,4
1068,9/29/2023,chicken,2023,9,29,4
1068,9/29/2023,rice,2023,9,29,4
1068,9/29/2023,yogurt,2023,9,29,4
1068,9/29/2023,beans,2023,9,29,4
1015,4/17/2023,jam,2023,4,17,0
1015,4/17/2023,yogurt,2023,4,17,0
1076,12/22/2023,bread,2023,12,22,4
1076,12/22/2023,chicken,2023,12,22,4
1076,12/22/2023,oranges,2023,12,22,4
1040,3/4/2023,jam,2023,3,4,5
1040,3/4/2023,rice,2023,3,4,5
1026,12/1/2023,butter,2023,12,1,4
1026,12/1/2023,chicken,2023,12,1,4
1026,12/1/2023,milk,2023,12,1,4
1096,1/18/2023,butter,2023,1,18,2
1096,1/18/2023,chicken,2023,1,18,2
1038,7/6/2023,jam,2023,7,6,3
1038,7/6/2023,apples,2023,7,6,3
1038,7/6/2023,beans,2023,7,6,3
1038,7/6/2023,bread,2023,7,6,3
1038,7/6/2023,eggs,2023,7,6,3
1038,7/6/2023,milk,2023,7,6,3
1005,9/23/2023,beans,2023,9,23,5
1005,9/23/2023,chicken,2023,9,23,5
1005,9/23/2023,oranges,2023,9,23,5
1005,9/23/2023,jam,2023,9,23,5
1073,9/9/2023,chicken,2023,9,9,5
1073,9/9/2023,cereal,2023,9,9,5
1073,9/9/2023,rice,2023,9,9,5
1073,9/9/2023,spinach,2023,9,9,5
1065,4/18/2023,beans,2023,4,18,1
1065,4/18/2023,yogurt,2023,4,18,1
1005,5/2/2023,eggs,2023,5,2,1
1005,5/2/2023,jam,2023,5,2,1
1038,4/21/2023,rice,2023,4,21,4
1038,4/21/2023,chicken,2023,4,21,4
1038,4/21/2023,eggs,2023,4,21,4
1075,7/3/2023,jam,2023,7,3,0
1075,7/3/2023,pasta,2023,7,3,0
1075,7/3/2023,rice,2023,7,3,0
1075,7/3/2023,apples,2023,7,3,0
1009,10/9/2023,milk,2023,10,9,0
1009,10/9/2023,apples,2023,10,9,0
1009,10/9/2023,beans,2023,10,9,0
1009,10/9/2023,jam,2023,10,9,0
1051,8/22/2023,milk,2023,8,22,1
1051,8/22/2023,beans,2023,8,22,1
1054,12/22/2023,chicken,2023,12,22,4
1054,12/22/2023,eggs,2023,12,22,4
1054,12/22/2023,butter,2023,12,22,4
1080,5/18/2023,pasta,2023,5,18,3
1080,5/18/2023,cereal,2023,5,18,3
1080,5/18/2023,rice,2023,5,18,3
1084,11/28/2023,rice,2023,11,28,1
1084,11/28/2023,jam,2023,11,28,1
1084,11/28/2023,apples,2023,11,28,1
1084,11/28/2023,yogurt,2023,11,28,1
1084,11/28/2023,cereal,2023,11,28,1
1084,11/28/2023,cheese,2023,11,28,1
1048,1/14/2023,eggs,2023,1,14,5
1048,1/14/2023,butter,2023,1,14,5
1048,1/14/2023,milk,2023,1,14,5
1048,1/14/2023,yogurt,2023,1,14,5
1048,1/14/2023,chicken,2023,1,14,5
1048,1/14/2023,pasta,2023,1,14,5
1087,10/8/2023,butter,2023,10,8,6
1087,10/8/2023,cereal,2023,10,8,6
1087,10/8/2023,beans,2023,10,8,6
1087,10/8/2023,spinach,2023,10,8,6
1087,10/8/2023,yogurt,2023,10,8,6
1042,5/20/2023,yogurt,2023,5,20,5
1042,5/20/2023,cheese,2023,5,20,5
1042,5/20/2023,eggs,2023,5,20,5
1035,1/6/2023,apples,2023,1,6,4
1035,1/6/2023,eggs,2023,1,6,4
1048,2/23/2023,jam,2023,2,23,3
1048,2/23/2023,chicken,2023,2,23,3
1093,6/6/2023,yogurt,2023,6,6,1
1093,6/6/2023,cheese,2023,6,6,1
1093,6/6/2023,oranges,2023,6,6,1
1093,6/6/2023,butter,2023,6,6,1
1093,6/6/2023,chicken,2023,6,6,1
1093,6/6/2023,cereal,2023,6,6,1
1089,10/20/2023,chicken,2023,10,20,4
1089,10/20/2023,milk,2023,10,20,4
1089,10/20/2023,rice,2023,10,20,4
1089,10/20/2023,butter,2023,10,20,4
1006,3/29/2023,cheese,2023,3,29,2
1006,3/29/2023,apples,2023,3,29,2
1006,3/29/2023,jam,2023,3,29,2
1006,3/29/2023,cereal,2023,3,29,2
1094,12/14/2023,chicken,2023,12,14,3
1094,12/14/2023,rice,2023,12,14,3
1094,12/14/2023,apples,2023,12,14,3
1094,12/14/2023,oranges,2023,12,14,3
1094,12/14/2023,yogurt,2023,12,14,3
1094,12/14/2023,jam,2023,12,14,3
1033,1/5/2023,pasta,2023,1,5,3
1033,1/5/2023,jam,2023,1,5,3
1033,1/5/2023,beans,2023,1,5,3
1033,1/5/2023,yogurt,2023,1,5,3
1033,1/5/2023,spinach,2023,1,5,3
1033,1/5/2023,apples,2023,1,5,3
1072,5/17/2023,spinach,2023,5,17,2
1072,5/17/2023,pasta,2023,5,17,2
1081,7/9/2023,beans,2023,7,9,6
1081,7/9/2023,rice,2023,7,9,6
1081,7/9/2023,apples,2023,7,9,6
1090,8/23/2023,oranges,2023,8,23,2
1090,8/23/2023,cereal,2023,8,23,2
1090,8/23/2023,cheese,2023,8,23,2
1059,9/15/2023,milk,2023,9,15,4
1059,9/15/2023,apples,2023,9,15,4
1059,9/15/2023,chicken,2023,9,15,4
1059,9/15/2023,pasta,2023,9,15,4
1029,6/6/2023,milk,2023,6,6,1
1029,6/6/2023,apples,2023,6,6,1
1098,6/10/2023,beans,2023,6,10,5
1098,6/10/2023,butter,2023,6,10,5
1009,5/3/2023,jam,2023,5,3,2
1009,5/3/2023,rice,2023,5,3,2
1007,2/13/2023,chicken,2023,2,13,0
1007,2/13/2023,oranges,2023,2,13,0
1007,2/13/2023,cheese,2023,2,13,0
1007,2/13/2023,bread,2023,2,13,0
1054,12/13/2023,spinach,2023,12,13,2
1054,12/13/2023,pasta,2023,12,13,2
1054,12/13/2023,jam,2023,12,13,2
1054,12/13/2023,oranges,2023,12,13,2
1054,12/13/2023,yogurt,2023,12,13,2
1054,12/13/2023,chicken,2023,12,13,2
1087,12/13/2023,pasta,2023,12,13,2
1087,12/13/2023,butter,2023,12,13,2
1087,12/13/2023,apples,2023,12,13,2
1087,12/13/2023,bread,2023,12,13,2
1087,12/13/2023,rice,2023,12,13,2
1087,12/13/2023,eggs,2023,12,13,2
1095,1/4/2023,pasta,2023,1,4,2
1095,1/4/2023,chicken,2023,1,4,2
1095,1/4/2023,spinach,2023,1,4,2
1095,1/4/2023,cereal,2023,1,4,2
1095,1/4/2023,eggs,2023,1,4,2
1094,12/5/2023,beans,2023,12,5,1
1094,12/5/2023,rice,2023,12,5,1
1094,12/5/2023,bread,2023,12,5,1
1094,12/5/2023,yogurt,2023,12,5,1
1094,12/5/2023,oranges,2023,12,5,1
1094,12/5/2023,jam,2023,12,5,1
1086,9/26/2023,jam,2023,9,26,1
1086,9/26/2023,butter,2023,9,26,1
1086,9/26/2023,cereal,2023,9,26,1
1017,9/21/2023,bread,2023,9,21,3
1017,9/21/2023,apples,2023,9,21,3
1017,9/21/2023,oranges,2023,9,21,3
1017,9/21/2023,yogurt,2023,9,21,3
1021,7/11/2023,cereal,2023,7,11,1
1021,7/11/2023,beans,2023,7,11,1
1031,10/4/2023,milk,2023,10,4,2
1031,10/4/2023,spinach,2023,10,4,2
1061,5/31/2023,eggs,2023,5,31,2
1061,5/31/2023,bread,2023,5,31,2
1061,5/31/2023,pasta,2023,5,31,2
1061,5/31/2023,beans,2023,5,31,2
1072,7/21/2023,spinach,2023,7,21,4
1072,7/21/2023,milk,2023,7,21,4
1072,7/21/2023,beans,2023,7,21,4
1065,1/19/2023,spinach,2023,1,19,3
1065,1/19/2023,rice,2023,1,19,3
1065,1/19/2023,oranges,2023,1,19,3
1065,1/19/2023,bread,2023,1,19,3
1065,1/19/2023,cereal,2023,1,19,3
1000,11/12/2023,cereal,2023,11,12,6
1000,11/12/2023,milk,2023,11,12,6
1000,11/12/2023,spinach,2023,11,12,6
1000,11/12/2023,butter,2023,11,12,6
1000,11/12/2023,bread,2023,11,12,6
1044,4/6/2023,cereal,2023,4,6,3
1044,4/6/2023,bread,2023,4,6,3
1044,4/6/2023,butter,2023,4,6,3
1044,4/6/2023,apples,2023,4,6,3
1044,4/6/2023,oranges,2023,4,6,3
1025,2/13/2023,chicken,2023,2,13,0
1025,2/13/2023,jam,2023,2,13,0
1025,2/13/2023,apples,2023,2,13,0
1025,2/13/2023,butter,2023,2,13,0
1025,2/13/2023,oranges,2023,2,13,0
1025,2/13/2023,bread,2023,2,13,0
1019,12/3/2023,eggs,2023,12,3,6
1019,12/3/2023,oranges,2023,12,3,6
1019,12/3/2023,apples,2023,12,3,6
1019,12/3/2023,cereal,2023,12,3,6
1038,7/6/2023,spinach,2023,7,6,3
1038,7/6/2023,jam,2023,7,6,3
1038,7/6/2023,chicken,2023,7,6,3
1038,7/6/2023,milk,2023,7,6,3
1038,7/6/2023,butter,2023,7,6,3
1056,12/3/2023,jam,2023,12,3,6
1056,12/3/2023,spinach,2023,12,3,6
1056,12/3/2023,cereal,2023,12,3,6
1056,12/3/2023,pasta,2023,12,3,6
1056,12/3/2023,apples,2023,12,3,6
1000,7/3/2023,butter,2023,7,3,0
1000,7/3/2023,eggs,2023,7,3,0
1000,7/3/2023,milk,2023,7,3,0
1005,3/10/2023,apples,2023,3,10,4
1005,3/10/2023,pasta,2023,3,10,4
1005,3/10/2023,cereal,2023,3,10,4
1005,3/10/2023,bread,2023,3,10,4
1005,3/10/2023,jam,2023,3,10,4
1085,4/12/2023,beans,2023,4,12,2
1085,4/12/2023,milk,2023,4,12,2
1085,4/12/2023,butter,2023,4,12,2
1085,4/12/2023,apples,2023,4,12,2
1085,4/12/2023,oranges,2023,4,12,2
1070,9/11/2023,cereal,2023,9,11,0
1070,9/11/2023,cheese,2023,9,11,0
1070,9/11/2023,yogurt,2023,9,11,0
1099,7/24/2023,pasta,2023,7,24,0
1099,7/24/2023,spinach,2023,7,24,0
1099,7/24/2023,apples,2023,7,24,0
1099,7/24/2023,jam,2023,7,24,0
1099,7/24/2023,butter,2023,7,24,0
1099,7/24/2023,beans,2023,7,24,0
1002,3/6/2023,cereal,2023,3,6,0
1002,3/6/2023,chicken,2023,3,6,0
1002,3/6/2023,bread,2023,3,6,0
1098,12/17/2023,bread,2023,12,17,6
1098,12/17/2023,beans,2023,12,17,6
1098,12/17/2023,cereal,2023,12,17,6
1054,11/2/2023,apples,2023,11,2,3
1054,11/2/2023,oranges,2023,11,2,3
1037,5/25/2023,butter,2023,5,25,3
1037,5/25/2023,cheese,2023,5,25,3
1037,5/25/2023,apples,2023,5,25,3
1037,5/25/2023,eggs,2023,5,25,3
1037,5/25/2023,rice,2023,5,25,3
1019,9/19/2023,eggs,2023,9,19,1
1019,9/19/2023,milk,2023,9,19,1
1019,9/19/2023,cheese,2023,9,19,1
1014,5/15/2023,beans,2023,5,15,0
1014,5/15/2023,yogurt,2023,5,15,0
1014,5/15/2023,apples,2023,5,15,0
1025,8/31/2023,pasta,2023,8,31,3
1025,8/31/2023,spinach,2023,8,31,3
1064,11/9/2023,eggs,2023,11,9,3
1064,11/9/2023,yogurt,2023,11,9,3
1064,11/9/2023,rice,2023,11,9,3
1080,11/21/2023,eggs,2023,11,21,1
1080,11/21/2023,butter,2023,11,21,1
1080,11/21/2023,jam,2023,11,21,1
1051,1/20/2023,eggs,2023,1,20,4
1051,1/20/2023,jam,2023,1,20,4
1051,1/20/2023,apples,2023,1,20,4
1051,1/20/2023,bread,2023,1,20,4
1078,4/13/2023,yogurt,2023,4,13,3
1078,4/13/2023,bread,2023,4,13,3
1048,7/28/2023,milk,2023,7,28,4
1048,7/28/2023,pasta,2023,7,28,4
1048,7/28/2023,beans,2023,7,28,4
1048,7/28/2023,eggs,2023,7,28,4
1048,7/28/2023,yogurt,2023,7,28,4
1048,7/28/2023,cereal,2023,7,28,4
1054,9/3/2023,chicken,2023,9,3,6
1054,9/3/2023,apples,2023,9,3,6
1082,1/27/2023,butter,2023,1,27,4
1082,1/27/2023,milk,2023,1,27,4
1082,1/27/2023,cereal,2023,1,27,4
1082,1/27/2023,yogurt,2023,1,27,4
1044,12/31/2023,eggs,2023,12,31,6
1044,12/31/2023,cereal,2023,12,31,6
1044,12/31/2023,bread,2023,12,31,6
1044,12/31/2023,jam,2023,12,31,6
1044,12/31/2023,cheese,2023,12,31,6
1000,1/27/2023,eggs,2023,1,27,4
1000,1/27/2023,milk,2023,1,27,4
1000,1/27/2023,oranges,2023,1,27,4
1000,1/27/2023,yogurt,2023,1,27,4
1077,2/21/2023,jam,2023,2,21,1
1077,2/21/2023,milk,2023,2,21,1
1077,2/21/2023,oranges,2023,2,21,1
1077,2/21/2023,cereal,2023,2,21,1
1077,2/21/2023,pasta,2023,2,21,1
1038,2/27/2023,beans,2023,2,27,0
1038,2/27/2023,bread,2023,2,27,0
1087,10/10/2023,cereal,2023,10,10,1
1087,10/10/2023,spinach,2023,10,10,1
1087,10/10/2023,pasta,2023,10,10,1
1046,10/29/2023,rice,2023,10,29,6
1046,10/29/2023,cereal,2023,10,29,6
1046,10/29/2023,eggs,2023,10,29,6
1046,10/29/2023,beans,2023,10,29,6
1046,10/29/2023,milk,2023,10,29,6
1046,10/29/2023,cheese,2023,10,29,6
1074,7/16/2023,spinach,2023,7,16,6
1074,7/16/2023,butter,2023,7,16,6
1016,11/19/2023,butter,2023,11,19,6
1016,11/19/2023,bread,2023,11,19,6
1016,11/19/2023,rice,2023,11,19,6
1016,11/19/2023,beans,2023,11,19,6
1016,11/19/2023,eggs,2023,11,19,6
1016,11/19/2023,pasta,2023,11,19,6
1090,8/17/2023,butter,2023,8,17,3
1090,8/17/2023,chicken,2023,8,17,3
1079,6/25/2023,pasta,2023,6,25,6
1079,6/25/2023,oranges,2023,6,25,6
1079,6/25/2023,cheese,2023,6,25,6
1079,6/25/2023,eggs,2023,6,25,6
1068,3/20/2023,jam,2023,3,20,0
1068,3/20/2023,eggs,2023,3,20,0
1053,10/9/2023,spinach,2023,10,9,0
1053,10/9/2023,cheese,2023,10,9,0
1053,10/9/2023,chicken,2023,10,9,0
1053,10/9/2023,cereal,2023,10,9,0
1046,8/18/2023,spinach,2023,8,18,4
1046,8/18/2023,apples,2023,8,18,4
1008,9/5/2023,chicken,2023,9,5,1
1008,9/5/2023,spinach,2023,9,5,1
1008,9/5/2023,cheese,2023,9,5,1
1008,9/5/2023,bread,2023,9,5,1
1008,9/5/2023,jam,2023,9,5,1
1076,5/21/2023,milk,2023,5,21,6
1076,5/21/2023,bread,2023,5,21,6
1076,5/21/2023,rice,2023,5,21,6
1007,12/22/2023,pasta,2023,12,22,4
1007,12/22/2023,yogurt,2023,12,22,4
1007,12/22/2023,apples,2023,12,22,4
1063,12/17/2023,yogurt,2023,12,17,6
1063,12/17/2023,chicken,2023,12,17,6
1063,12/17/2023,butter,2023,12,17,6
1063,12/17/2023,jam,2023,12,17,6
1063,12/17/2023,oranges,2023,12,17,6
1063,12/17/2023,spinach,2023,12,17,6
1049,10/15/2023,apples,2023,10,15,6
1049,10/15/2023,rice,2023,10,15,6
1049,10/15/2023,milk,2023,10,15,6
1049,10/15/2023,eggs,2023,10,15,6
1049,10/15/2023,jam,2023,10,15,6
1000,3/23/2023,eggs,2023,3,23,3
1000,3/23/2023,rice,2023,3,23,3
1000,3/23/2023,pasta,2023,3,23,3
1000,3/23/2023,bread,2023,3,23,3
1000,3/23/2023,chicken,2023,3,23,3
1000,3/23/2023,oranges,2023,3,23,3
1064,12/29/2023,milk,2023,12,29,4
1064,12/29/2023,spinach,2023,12,29,4
1064,12/29/2023,eggs,2023,12,29,4
1064,12/29/2023,yogurt,2023,12,29,4
1064,12/29/2023,pasta,2023,12,29,4
1064,12/29/2023,chicken,2023,12,29,4
1015,3/29/2023,bread,2023,3,29,2
1015,3/29/2023,chicken,2023,3,29,2
1015,3/29/2023,eggs,2023,3,29,2
1037,1/21/2023,spinach,2023,1,21,5
1037,1/21/2023,milk,2023,1,21,5
1037,1/21/2023,jam,2023,1,21,5
1034,1/27/2023,yogurt,2023,1,27,4
1034,1/27/2023,eggs,2023,1,27,4
1034,1/27/2023,chicken,2023,1,27,4
1014,1/1/2023,beans,2023,1,1,6
1014,1/1/2023,rice,2023,1,1,6
1014,1/1/2023,cereal,2023,1,1,6
1014,1/1/2023,cheese,2023,1,1,6
1010,12/28/2023,milk,2023,12,28,3
1010,12/28/2023,pasta,2023,12,28,3
1010,12/28/2023,jam,2023,12,28,3
1010,12/28/2023,apples,2023,12,28,3
1010,12/28/2023,rice,2023,12,28,3
1010,12/28/2023,spinach,2023,12,28,3
1041,1/30/2023,yogurt,2023,1,30,0
1041,1/30/2023,cereal,2023,1,30,0
1028,5/24/2023,milk,2023,5,24,2
1028,5/24/2023,bread,2023,5,24,2
1028,5/24/2023,chicken,2023,5,24,2
1084,10/26/2023,pasta,2023,10,26,3
1084,10/26/2023,spinach,2023,10,26,3
1088,7/15/2023,yogurt,2023,7,15,5
1088,7/15/2023,beans,2023,7,15,5
1088,7/15/2023,spinach,2023,7,15,5
1088,7/15/2023,rice,2023,7,15,5
1070,4/16/2023,eggs,2023,4,16,6
1070,4/16/2023,cereal,2023,4,16,6
1070,4/16/2023,milk,2023,4,16,6
1070,4/16/2023,spinach,2023,4,16,6
1070,4/16/2023,rice,2023,4,16,6
1080,7/22/2023,oranges,2023,7,22,5
1080,7/22/2023,eggs,2023,7,22,5
1080,7/22/2023,pasta,2023,7,22,5
1092,8/11/2023,jam,2023,8,11,4
1092,8/11/2023,oranges,2023,8,11,4
1092,8/11/2023,butter,2023,8,11,4
1092,8/11/2023,yogurt,2023,8,11,4
1023,8/24/2023,yogurt,2023,8,24,3
1023,8/24/2023,spinach,2023,8,24,3
1023,8/24/2023,jam,2023,8,24,3
1024,10/19/2023,pasta,2023,10,19,3
1024,10/19/2023,jam,2023,10,19,3
1024,10/19/2023,beans,2023,10,19,3
1024,10/19/2023,milk,2023,10,19,3
1024,10/19/2023,bread,2023,10,19,3
1039,3/25/2023,yogurt,2023,3,25,5
1039,3/25/2023,apples,2023,3,25,5
1039,3/25/2023,beans,2023,3,25,5
1077,4/7/2023,jam,2023,4,7,4
1077,4/7/2023,butter,2023,4,7,4
1054,5/6/2023,spinach,2023,5,6,5
1054,5/6/2023,beans,2023,5,6,5
1054,5/6/2023,apples,2023,5,6,5
1054,5/6/2023,butter,2023,5,6,5
1054,5/6/2023,chicken,2023,5,6,5
1017,1/7/2023,butter,2023,1,7,5
1017,1/7/2023,apples,2023,1,7,5
1017,1/7/2023,yogurt,2023,1,7,5
1017,1/7/2023,bread,2023,1,7,5
1017,1/7/2023,spinach,2023,1,7,5
1017,1/7/2023,pasta,2023,1,7,5
1097,11/26/2023,jam,2023,11,26,6
1097,11/26/2023,eggs,2023,11,26,6
1098,2/12/2023,jam,2023,2,12,6
1098,2/12/2023,beans,2023,2,12,6
1098,2/12/2023,rice,2023,2,12,6
1098,2/12/2023,bread,2023,2,12,6
1001,2/24/2023,pasta,2023,2,24,4
1001,2/24/2023,yogurt,2023,2,24,4
1001,2/24/2023,cereal,2023,2,24,4
1001,2/24/2023,spinach,2023,2,24,4
1001,2/24/2023,butter,2023,2,24,4
1001,2/24/2023,eggs,2023,2,24,4
1017,9/3/2023,spinach,2023,9,3,6
1017,9/3/2023,oranges,2023,9,3,6
1017,9/3/2023,jam,2023,9,3,6
1017,9/3/2023,milk,2023,9,3,6
1017,9/3/2023,cereal,2023,9,3,6
1017,9/3/2023,yogurt,2023,9,3,6
1019,5/5/2023,chicken,2023,5,5,4
1019,5/5/2023,pasta,2023,5,5,4
1034,11/18/2023,butter,2023,11,18,5
1034,11/18/2023,bread,2023,11,18,5
1034,11/18/2023,yogurt,2023,11,18,5
1034,11/18/2023,spinach,2023,11,18,5
1034,11/18/2023,chicken,2023,11,18,5
1034,11/18/2023,milk,2023,11,18,5
1013,9/19/2023,jam,2023,9,19,1
1013,9/19/2023,bread,2023,9,19,1
1013,9/19/2023,eggs,2023,9,19,1
1013,9/19/2023,yogurt,2023,9,19,1
1013,9/19/2023,cheese,2023,9,19,1
1054,7/17/2023,cereal,2023,7,17,0
1054,7/17/2023,beans,2023,7,17,0
1054,7/17/2023,milk,2023,7,17,0
1028,12/17/2023,beans,2023,12,17,6
1028,12/17/2023,pasta,2023,12,17,6
1028,12/17/2023,butter,2023,12,17,6
1028,12/17/2023,oranges,2023,12,17,6
1028,12/17/2023,jam,2023,12,17,6
1014,4/25/2023,milk,2023,4,25,1
1014,4/25/2023,cereal,2023,4,25,1
1009,11/12/2023,butter,2023,11,12,6
1009,11/12/2023,cereal,2023,11,12,6
1009,11/12/2023,spinach,2023,11,12,6
1009,11/12/2023,bread,2023,11,12,6
1077,3/19/2023,apples,2023,3,19,6
1077,3/19/2023,chicken,2023,3,19,6
1077,3/19/2023,cereal,2023,3,19,6
1076,4/3/2023,jam,2023,4,3,0
1076,4/3/2023,beans,2023,4,3,0
1076,4/3/2023,yogurt,2023,4,3,0
1076,4/3/2023,milk,2023,4,3,0
1076,4/3/2023,rice,2023,4,3,0
1036,6/28/2023,milk,2023,6,28,2
1036,6/28/2023,oranges,2023,6,28,2
1084,7/8/2023,cheese,2023,7,8,5
1084,7/8/2023,pasta,2023,7,8,5
1084,7/8/2023,spinach,2023,7,8,5
1084,7/8/2023,butter,2023,7,8,5
1000,3/18/2023,cereal,2023,3,18,5
1000,3/18/2023,jam,2023,3,18,5
1000,3/18/2023,apples,2023,3,18,5
1057,9/2/2023,butter,2023,9,2,5
1057,9/2/2023,rice,2023,9,2,5
1054,5/23/2023,butter,2023,5,23,1
1054,5/23/2023,cereal,2023,5,23,1
1054,5/23/2023,jam,2023,5,23,1
1023,7/17/2023,cereal,2023,7,17,0
1023,7/17/2023,oranges,2023,7,17,0
1023,7/17/2023,apples,2023,7,17,0
1023,7/17/2023,yogurt,2023,7,17,0
1088,7/31/2023,cheese,2023,7,31,0
1088,7/31/2023,beans,2023,7,31,0
1088,7/31/2023,cereal,2023,7,31,0
1088,7/31/2023,jam,2023,7,31,0
1088,7/31/2023,yogurt,2023,7,31,0
1088,7/31/2023,eggs,2023,7,31,0
1049,8/3/2023,oranges,2023,8,3,3
1049,8/3/2023,chicken,2023,8,3,3
1049,8/3/2023,yogurt,2023,8,3,3
1049,8/3/2023,spinach,2023,8,3,3
1049,8/3/2023,cheese,2023,8,3,3
1049,8/3/2023,beans,2023,8,3,3
1029,7/16/2023,rice,2023,7,16,6
1029,7/16/2023,pasta,2023,7,16,6
1053,9/27/2023,cheese,2023,9,27,2
1053,9/27/2023,pasta,2023,9,27,2
1053,9/27/2023,spinach,2023,9,27,2
1053,9/27/2023,yogurt,2023,9,27,2
1053,9/27/2023,eggs,2023,9,27,2
1053,9/27/2023,butter,2023,9,27,2
1030,7/5/2023,eggs,2023,7,5,2
1030,7/5/2023,yogurt,2023,7,5,2
1002,7/5/2023,oranges,2023,7,5,2
1002,7/5/2023,jam,2023,7,5,2
1002,7/5/2023,butter,2023,7,5,2
1002,7/5/2023,bread,2023,7,5,2
1002,7/5/2023,cereal,2023,7,5,2
1002,7/5/2023,beans,2023,7,5,2
1099,3/13/2023,oranges,2023,3,13,0
1099,3/13/2023,jam,2023,3,13,0
1099,3/13/2023,chicken,2023,3,13,0
1099,3/13/2023,apples,2023,3,13,0
1031,4/18/2023,bread,2023,4,18,1
1031,4/18/2023,pasta,2023,4,18,1
1031,4/18/2023,jam,2023,4,18,1
1015,12/23/2023,apples,2023,12,23,5
1015,12/23/2023,pasta,2023,12,23,5
1015,12/23/2023,bread,2023,12,23,5
1089,8/6/2023,bread,2023,8,6,6
1089,8/6/2023,pasta,2023,8,6,6
1089,8/6/2023,butter,2023,8,6,6
1089,8/6/2023,beans,2023,8,6,6
1074,2/7/2023,yogurt,2023,2,7,1
1074,2/7/2023,rice,2023,2,7,1
1074,2/7/2023,jam,2023,2,7,1
1074,2/7/2023,bread,2023,2,7,1
1074,2/7/2023,cheese,2023,2,7,1
1046,3/14/2023,eggs,2023,3,14,1
1046,3/14/2023,butter,2023,3,14,1
1001,10/19/2023,jam,2023,10,19,3
1001,10/19/2023,cheese,2023,10,19,3
1001,10/19/2023,spinach,2023,10,19,3
1001,10/19/2023,oranges,2023,10,19,3
1001,10/19/2023,yogurt,2023,10,19,3
1095,9/28/2023,oranges,2023,9,28,3
1095,9/28/2023,apples,2023,9,28,3
1095,9/28/2023,pasta,2023,9,28,3
1095,9/28/2023,cereal,2023,9,28,3
1056,11/27/2023,milk,2023,11,27,0
1056,11/27/2023,butter,2023,11,27,0
1019,1/31/2023,rice,2023,1,31,1
1019,1/31/2023,cheese,2023,1,31,1
1022,9/15/2023,bread,2023,9,15,4
1022,9/15/2023,apples,2023,9,15,4
1022,9/15/2023,yogurt,2023,9,15,4
1087,8/21/2023,pasta,2023,8,21,0
1087,8/21/2023,yogurt,2023,8,21,0
1087,8/21/2023,milk,2023,8,21,0
1087,8/21/2023,rice,2023,8,21,0
1087,8/21/2023,chicken,2023,8,21,0
1087,8/21/2023,cheese,2023,8,21,0
1090,4/27/2023,spinach,2023,4,27,3
1090,4/27/2023,jam,2023,4,27,3
1090,4/27/2023,milk,2023,4,27,3
1090,4/27/2023,butter,2023,4,27,3
1090,4/27/2023,chicken,2023,4,27,3
1048,3/6/2023,apples,2023,3,6,0
1048,3/6/2023,rice,2023,3,6,0
1048,3/6/2023,bread,2023,3,6,0
1028,7/20/2023,yogurt,2023,7,20,3
1028,7/20/2023,pasta,2023,7,20,3
1028,7/20/2023,chicken,2023,7,20,3
1077,2/9/2023,oranges,2023,2,9,3
1077,2/9/2023,cereal,2023,2,9,3
1077,2/9/2023,beans,2023,2,9,3
1077,2/9/2023,cheese,2023,2,9,3
1077,2/9/2023,apples,2023,2,9,3
1048,3/26/2023,cheese,2023,3,26,6
1048,3/26/2023,cereal,2023,3,26,6
1082,8/6/2023,milk,2023,8,6,6
1082,8/6/2023,butter,2023,8,6,6
1082,8/6/2023,yogurt,2023,8,6,6
1009,7/5/2023,cheese,2023,7,5,2
1009,7/5/2023,yogurt,2023,7,5,2
1009,7/5/2023,cereal,2023,7,5,2
1009,7/5/2023,bread,2023,7,5,2
1009,7/5/2023,eggs,2023,7,5,2
1009,7/5/2023,milk,2023,7,5,2
1020,10/5/2023,butter,2023,10,5,3
1020,10/5/2023,eggs,2023,10,5,3
1076,1/6/2023,eggs,2023,1,6,4
1076,1/6/2023,chicken,2023,1,6,4
1076,1/6/2023,spinach,2023,1,6,4
1076,1/6/2023,beans,2023,1,6,4
1004,5/4/2023,butter,2023,5,4,3
1004,5/4/2023,rice,2023,5,4,3
1004,5/4/2023,yogurt,2023,5,4,3
1004,5/4/2023,bread,2023,5,4,3
1072,9/5/2023,bread,2023,9,5,1
1072,9/5/2023,cereal,2023,9,5,1
1011,6/8/2023,cereal,2023,6,8,3
1011,6/8/2023,cheese,2023,6,8,3
1036,7/23/2023,eggs,2023,7,23,6
1036,7/23/2023,cereal,2023,7,23,6
1036,7/23/2023,cheese,2023,7,23,6
1036,7/23/2023,apples,2023,7,23,6
1036,7/23/2023,yogurt,2023,7,23,6
1036,7/23/2023,jam,2023,7,23,6
1089,12/12/2023,cereal,2023,12,12,1
1089,12/12/2023,apples,2023,12,12,1
1094,9/15/2023,chicken,2023,9,15,4
1094,9/15/2023,cheese,2023,9,15,4
1099,3/18/2023,rice,2023,3,18,5
1099,3/18/2023,cheese,2023,3,18,5
